article_id,date,source,country,group,phase,language,gdelt_tone,gdelt_positive_score,gdelt_negative_score,num_mentions,num_sources
gdelt_001660,2026-03-11,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-8.43,0.0,11.35,47,8
gdelt_001661,2026-03-11,NRK,Norway,Oil-Independent,ACUTE,en,-3.74,0.0,6.72,9,15
gdelt_001662,2026-03-11,NRK,Norway,Oil-Independent,ACUTE,en,0.56,2.19,0.0,16,2
gdelt_001663,2026-03-11,Aftenposten,Norway,Oil-Independent,ACUTE,en,0.27,0.57,1.81,3,10
gdelt_001664,2026-03-11,VG,Norway,Oil-Independent,ACUTE,en,0.95,2.63,0.06,43,11
gdelt_001665,2026-03-11,NRK,Norway,Oil-Independent,ACUTE,en,-3.45,0.0,6.29,42,7
gdelt_001666,2026-03-11,Aftenposten,Norway,Oil-Independent,ACUTE,en,-2.88,0.09,3.81,38,8
gdelt_001667,2026-03-11,Aftenposten,Norway,Oil-Independent,ACUTE,en,-2.65,0.0,5.36,38,13
gdelt_001668,2026-03-11,Globe and Mail,Canada,Oil-Independent,ACUTE,en,0.1,1.15,1.66,9,5
gdelt_001669,2026-03-11,CBC,Canada,Oil-Independent,ACUTE,en,-2.85,0.0,5.07,12,11
gdelt_001670,2026-03-11,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-3.6,0.0,5.94,3,14
gdelt_001671,2026-03-11,National Post,Canada,Oil-Independent,ACUTE,en,-5.77,0.0,8.58,21,12
gdelt_001672,2026-03-11,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-2.7,0.06,4.2,5,6
gdelt_001673,2026-03-11,Globe and Mail,Canada,Oil-Independent,ACUTE,en,-3.33,0.0,4.42,26,9
gdelt_001674,2026-03-11,CNN,USA,Oil-Independent,ACUTE,en,-1.75,0.45,4.39,20,9
gdelt_001675,2026-03-11,Reuters,USA,Oil-Independent,ACUTE,en,-2.7,0.04,5.48,3,14
gdelt_001676,2026-03-11,Reuters,USA,Oil-Independent,ACUTE,en,-5.12,0.0,5.63,1,8
gdelt_001677,2026-03-11,Fox News,USA,Oil-Independent,ACUTE,en,-2.32,0.0,3.81,42,1
gdelt_001678,2026-03-11,Reuters,USA,Oil-Independent,ACUTE,en,-4.94,0.0,5.34,33,4
gdelt_001679,2026-03-11,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-0.29,0.0,2.18,1,5
gdelt_001680,2026-03-11,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-5.09,0.0,5.44,45,7
gdelt_001681,2026-03-11,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,0.66,3.31,0.0,15,3
gdelt_001682,2026-03-11,O Globo,Brazil,Oil-Independent,ACUTE,en,-2.24,0.0,5.05,43,10
gdelt_001683,2026-03-11,O Globo,Brazil,Oil-Independent,ACUTE,en,0.74,2.38,1.92,41,10
gdelt_001684,2026-03-11,O Globo,Brazil,Oil-Independent,ACUTE,en,-3.31,0.0,4.78,48,8
gdelt_001685,2026-03-11,O Globo,Brazil,Oil-Independent,ACUTE,en,-4.23,0.0,6.17,36,15
gdelt_001686,2026-03-11,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-3.5,0.0,6.33,14,15
gdelt_001687,2026-03-11,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-2.28,0.0,4.97,50,5
gdelt_001688,2026-03-11,ABC Australia,Australia,Oil-Independent,ACUTE,en,-2.53,0.0,3.08,9,15
gdelt_001689,2026-03-11,ABC Australia,Australia,Oil-Independent,ACUTE,en,0.25,0.36,2.47,14,3
gdelt_001690,2026-03-11,BBC,UK,Oil-Independent,ACUTE,en,-2.11,0.0,3.62,21,11
gdelt_001691,2026-03-11,Financial Times,UK,Oil-Independent,ACUTE,en,-1.84,0.36,4.73,25,6
gdelt_001692,2026-03-11,Financial Times,UK,Oil-Independent,ACUTE,en,-1.95,0.34,4.24,27,14
gdelt_001693,2026-03-11,BBC,UK,Oil-Independent,ACUTE,en,-3.47,0.0,3.82,2,9
gdelt_001694,2026-03-11,BBC,UK,Oil-Independent,ACUTE,en,-1.6,0.9,4.59,47,3
gdelt_001695,2026-03-11,The Guardian,UK,Oil-Independent,ACUTE,en,-6.68,0.0,7.32,20,5
gdelt_001696,2026-03-11,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-8.91,0.0,9.48,23,10
gdelt_001697,2026-03-11,IRNA,Iran,Conflict-Zone,ACUTE,fa,-7.86,0.0,8.37,2,9
gdelt_001698,2026-03-11,Tehran Times,Iran,Conflict-Zone,ACUTE,fa,-6.52,0.0,9.1,48,12
gdelt_001699,2026-03-11,Press TV,Iran,Conflict-Zone,ACUTE,fa,-4.4,0.0,5.22,27,12
gdelt_001700,2026-03-11,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-6.5,0.0,6.83,6,15
gdelt_001701,2026-03-11,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-10.0,0.0,11.71,24,1
gdelt_001702,2026-03-11,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-1.92,1.0,2.34,30,6
gdelt_001703,2026-03-11,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-3.8,0.0,5.04,40,1
gdelt_001704,2026-03-11,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-4.25,0.0,7.1,6,7
gdelt_001705,2026-03-11,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-4.27,0.0,6.54,48,15
gdelt_001706,2026-03-11,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-3.28,0.0,6.14,37,15
gdelt_001707,2026-03-11,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-1.87,0.0,2.48,34,15
gdelt_001708,2026-03-12,NHK World,Japan,Oil-Dependent,ACUTE,en,-6.64,0.0,9.03,10,5
gdelt_001709,2026-03-12,Japan Times,Japan,Oil-Dependent,ACUTE,en,-4.22,0.0,6.15,36,5
gdelt_001710,2026-03-12,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-8.04,0.0,9.2,37,2
gdelt_001711,2026-03-12,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-3.8,0.0,6.75,33,9
gdelt_001712,2026-03-12,Times of India,India,Oil-Dependent,ACUTE,en,-7.29,0.0,8.15,8,12
gdelt_001713,2026-03-12,Times of India,India,Oil-Dependent,ACUTE,en,-3.8,0.0,6.2,6,3
gdelt_001714,2026-03-12,NDTV,India,Oil-Dependent,ACUTE,en,-2.59,0.0,2.71,2,9
gdelt_001715,2026-03-12,The Hindu,India,Oil-Dependent,ACUTE,en,-6.34,0.0,8.57,12,11
gdelt_001716,2026-03-12,Times of India,India,Oil-Dependent,ACUTE,en,0.12,2.19,2.15,33,15
gdelt_001717,2026-03-12,Times of India,India,Oil-Dependent,ACUTE,en,-5.15,0.0,5.69,11,7
gdelt_001718,2026-03-12,NDTV,India,Oil-Dependent,ACUTE,en,-6.96,0.0,7.61,3,15
gdelt_001719,2026-03-12,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-0.62,1.52,1.02,25,4
gdelt_001720,2026-03-12,Rappler,Philippines,Oil-Dependent,ACUTE,en,-3.75,0.0,4.84,38,3
gdelt_001721,2026-03-12,Rappler,Philippines,Oil-Dependent,ACUTE,en,-2.84,0.0,3.64,9,14
gdelt_001722,2026-03-12,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-2.13,0.0,2.26,6,10
gdelt_001723,2026-03-12,Rappler,Philippines,Oil-Dependent,ACUTE,en,-4.14,0.0,7.0,11,1
gdelt_001724,2026-03-12,Rappler,Philippines,Oil-Dependent,ACUTE,en,-4.94,0.0,6.18,31,2
gdelt_001725,2026-03-12,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-3.24,0.0,5.32,28,11
gdelt_001726,2026-03-12,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-5.48,0.0,7.67,43,4
gdelt_001727,2026-03-12,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-8.49,0.0,10.81,31,1
gdelt_001728,2026-03-12,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-5.83,0.0,8.01,50,2
gdelt_001729,2026-03-12,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-1.4,0.0,4.36,34,6
gdelt_001730,2026-03-12,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-5.0,0.0,5.62,42,12
gdelt_001731,2026-03-12,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-7.37,0.0,9.9,43,11
gdelt_001732,2026-03-12,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-1.57,1.09,1.65,7,3
gdelt_001733,2026-03-12,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-4.67,0.0,5.59,27,7
gdelt_001734,2026-03-12,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-4.43,0.0,5.53,7,12
gdelt_001735,2026-03-12,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-0.72,0.66,3.64,38,15
gdelt_001736,2026-03-12,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-6.17,0.0,6.68,36,2
gdelt_001737,2026-03-12,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-2.87,0.0,3.18,23,12
gdelt_001738,2026-03-12,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-5.89,0.0,7.61,45,3
gdelt_001739,2026-03-12,Aftenposten,Norway,Oil-Independent,ACUTE,en,-2.82,0.0,3.42,36,4
gdelt_001740,2026-03-12,Aftenposten,Norway,Oil-Independent,ACUTE,en,-0.6,0.0,3.43,36,4
gdelt_001741,2026-03-12,NRK,Norway,Oil-Independent,ACUTE,en,-0.31,0.89,1.72,20,4
gdelt_001742,2026-03-12,Aftenposten,Norway,Oil-Independent,ACUTE,en,-3.57,0.0,6.38,24,1
gdelt_001743,2026-03-12,VG,Norway,Oil-Independent,ACUTE,en,-3.65,0.0,4.76,18,10
gdelt_001744,2026-03-12,Aftenposten,Norway,Oil-Independent,ACUTE,en,-5.24,0.0,7.31,27,12
gdelt_001745,2026-03-12,CBC,Canada,Oil-Independent,ACUTE,en,-4.6,0.0,4.83,13,6
gdelt_001746,2026-03-12,CBC,Canada,Oil-Independent,ACUTE,en,-4.79,0.0,5.85,12,7
gdelt_001747,2026-03-12,National Post,Canada,Oil-Independent,ACUTE,en,-1.54,0.0,2.02,7,1
gdelt_001748,2026-03-12,AP News,USA,Oil-Independent,ACUTE,en,-0.47,0.71,2.36,12,4
gdelt_001749,2026-03-12,Reuters,USA,Oil-Independent,ACUTE,en,-2.56,0.0,3.77,45,12
gdelt_001750,2026-03-12,NYT,USA,Oil-Independent,ACUTE,en,-5.95,0.0,7.75,1,6
gdelt_001751,2026-03-12,Reuters,USA,Oil-Independent,ACUTE,en,-1.04,0.0,2.54,25,15
gdelt_001752,2026-03-12,AP News,USA,Oil-Independent,ACUTE,en,-3.0,0.0,4.71,46,15
gdelt_001753,2026-03-12,CNN,USA,Oil-Independent,ACUTE,en,-2.18,0.0,4.09,2,4
gdelt_001754,2026-03-12,O Globo,Brazil,Oil-Independent,ACUTE,en,-4.11,0.0,7.09,9,15
gdelt_001755,2026-03-12,O Globo,Brazil,Oil-Independent,ACUTE,en,-3.8,0.0,6.49,9,12
gdelt_001756,2026-03-12,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-3.76,0.0,6.49,13,12
gdelt_001757,2026-03-12,O Globo,Brazil,Oil-Independent,ACUTE,en,-2.83,0.0,3.28,28,11
gdelt_001758,2026-03-12,O Globo,Brazil,Oil-Independent,ACUTE,en,-2.09,0.12,2.7,22,9
gdelt_001759,2026-03-12,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-0.89,1.5,2.65,1,5
gdelt_001760,2026-03-12,O Globo,Brazil,Oil-Independent,ACUTE,en,-4.2,0.0,4.82,40,8
gdelt_001761,2026-03-12,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-4.38,0.0,7.28,35,6
gdelt_001762,2026-03-12,ABC Australia,Australia,Oil-Independent,ACUTE,en,-2.43,0.57,4.29,9,7
gdelt_001763,2026-03-12,ABC Australia,Australia,Oil-Independent,ACUTE,en,-2.31,0.19,2.58,32,7
gdelt_001764,2026-03-12,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-0.43,0.0,2.26,15,15
gdelt_001765,2026-03-12,ABC Australia,Australia,Oil-Independent,ACUTE,en,-7.29,0.0,8.21,25,11
gdelt_001766,2026-03-12,ABC Australia,Australia,Oil-Independent,ACUTE,en,-1.6,0.0,1.73,14,11
gdelt_001767,2026-03-12,ABC Australia,Australia,Oil-Independent,ACUTE,en,-1.73,0.0,3.98,35,15
gdelt_001768,2026-03-12,BBC,UK,Oil-Independent,ACUTE,en,0.57,1.54,1.67,23,8
gdelt_001769,2026-03-12,BBC,UK,Oil-Independent,ACUTE,en,0.19,1.5,0.55,42,6
gdelt_001770,2026-03-12,The Guardian,UK,Oil-Independent,ACUTE,en,1.55,4.26,1.13,10,11
gdelt_001771,2026-03-12,BBC,UK,Oil-Independent,ACUTE,en,-0.78,1.81,1.79,18,5
gdelt_001772,2026-03-12,The Guardian,UK,Oil-Independent,ACUTE,en,-2.15,0.0,4.15,20,6
gdelt_001773,2026-03-12,The Guardian,UK,Oil-Independent,ACUTE,en,-2.25,0.0,4.83,16,13
gdelt_001774,2026-03-12,Financial Times,UK,Oil-Independent,ACUTE,en,-4.12,0.0,6.37,6,13
gdelt_001775,2026-03-12,Press TV,Iran,Conflict-Zone,ACUTE,fa,-8.59,0.0,9.94,46,10
gdelt_001776,2026-03-12,Press TV,Iran,Conflict-Zone,ACUTE,fa,-7.26,0.0,10.25,8,5
gdelt_001777,2026-03-12,Tehran Times,Iran,Conflict-Zone,ACUTE,fa,-6.2,0.0,6.36,26,8
gdelt_001778,2026-03-12,IRNA,Iran,Conflict-Zone,ACUTE,fa,-4.92,0.0,7.24,32,10
gdelt_001779,2026-03-12,Fars News,Iran,Conflict-Zone,ACUTE,fa,-6.24,0.0,9.15,50,4
gdelt_001780,2026-03-12,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-4.49,0.0,6.46,40,2
gdelt_001781,2026-03-12,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-1.77,0.51,2.6,12,4
gdelt_001782,2026-03-12,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-3.2,0.0,5.55,40,10
gdelt_001783,2026-03-12,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-1.79,0.0,3.29,45,13
gdelt_001784,2026-03-12,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-3.53,0.0,4.89,39,11
gdelt_001785,2026-03-12,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-2.06,0.6,2.61,2,5
gdelt_001786,2026-03-12,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-4.1,0.0,7.04,1,11
gdelt_001787,2026-03-12,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-5.79,0.0,7.29,10,9
gdelt_001788,2026-03-13,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-7.75,0.0,9.14,45,1
gdelt_001789,2026-03-13,NHK World,Japan,Oil-Dependent,ACUTE,en,1.05,2.73,1.77,2,13
gdelt_001790,2026-03-13,Japan Times,Japan,Oil-Dependent,ACUTE,en,-3.25,0.0,5.63,19,6
gdelt_001791,2026-03-13,Japan Times,Japan,Oil-Dependent,ACUTE,en,-6.3,0.0,7.28,36,12
gdelt_001792,2026-03-13,Japan Times,Japan,Oil-Dependent,ACUTE,en,-1.62,0.0,4.34,47,14
gdelt_001793,2026-03-13,NHK World,Japan,Oil-Dependent,ACUTE,en,-2.38,0.0,2.99,1,9
gdelt_001794,2026-03-13,NHK World,Japan,Oil-Dependent,ACUTE,en,-0.29,2.59,0.37,15,2
gdelt_001795,2026-03-13,Japan Times,Japan,Oil-Dependent,ACUTE,en,-2.54,0.0,2.79,6,11
gdelt_001796,2026-03-13,The Hindu,India,Oil-Dependent,ACUTE,en,-1.37,0.91,2.53,21,10
gdelt_001797,2026-03-13,The Hindu,India,Oil-Dependent,ACUTE,en,-6.57,0.0,7.09,22,8
gdelt_001798,2026-03-13,The Hindu,India,Oil-Dependent,ACUTE,en,-6.09,0.0,7.44,17,4
gdelt_001799,2026-03-13,NDTV,India,Oil-Dependent,ACUTE,en,-4.69,0.0,7.13,15,11
gdelt_001800,2026-03-13,The Hindu,India,Oil-Dependent,ACUTE,en,-0.4,1.17,2.63,46,4
gdelt_001801,2026-03-13,Times of India,India,Oil-Dependent,ACUTE,en,-5.01,0.0,6.75,29,1
gdelt_001802,2026-03-13,The Hindu,India,Oil-Dependent,ACUTE,en,-6.78,0.0,8.14,34,2
gdelt_001803,2026-03-13,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-6.04,0.0,7.62,41,14
gdelt_001804,2026-03-13,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-4.67,0.0,6.17,22,2
gdelt_001805,2026-03-13,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-5.93,0.0,6.68,37,10
gdelt_001806,2026-03-13,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-4.03,0.0,4.74,37,12
gdelt_001807,2026-03-13,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-5.8,0.0,6.94,23,3
gdelt_001808,2026-03-13,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-1.7,1.12,2.18,39,6
gdelt_001809,2026-03-13,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-1.57,0.0,2.86,21,3
gdelt_001810,2026-03-13,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-4.6,0.0,6.15,47,5
gdelt_001811,2026-03-13,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-6.36,0.0,7.18,4,14
gdelt_001812,2026-03-13,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-6.21,0.0,9.05,32,2
gdelt_001813,2026-03-13,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-4.0,0.0,4.48,26,2
gdelt_001814,2026-03-13,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-3.46,0.0,3.83,50,2
gdelt_001815,2026-03-13,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-1.1,0.0,1.79,19,6
gdelt_001816,2026-03-13,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-5.76,0.0,6.91,13,10
gdelt_001817,2026-03-13,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-6.5,0.0,8.33,20,9
gdelt_001818,2026-03-13,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-6.66,0.0,7.75,4,15
gdelt_001819,2026-03-13,NRK,Norway,Oil-Independent,ACUTE,en,-2.83,0.0,3.18,39,1
gdelt_001820,2026-03-13,VG,Norway,Oil-Independent,ACUTE,en,-4.25,0.0,7.1,34,4
gdelt_001821,2026-03-13,VG,Norway,Oil-Independent,ACUTE,en,-1.76,0.0,4.12,17,11
gdelt_001822,2026-03-13,National Post,Canada,Oil-Independent,ACUTE,en,-3.8,0.0,5.64,9,13
gdelt_001823,2026-03-13,National Post,Canada,Oil-Independent,ACUTE,en,-0.47,1.69,3.45,36,9
gdelt_001824,2026-03-13,National Post,Canada,Oil-Independent,ACUTE,en,-0.95,1.46,1.17,10,7
gdelt_001825,2026-03-13,CNN,USA,Oil-Independent,ACUTE,en,-2.48,0.0,4.1,44,14
gdelt_001826,2026-03-13,NYT,USA,Oil-Independent,ACUTE,en,0.82,2.91,1.6,21,9
gdelt_001827,2026-03-13,Fox News,USA,Oil-Independent,ACUTE,en,-2.08,0.86,3.48,3,4
gdelt_001828,2026-03-13,O Globo,Brazil,Oil-Independent,ACUTE,en,-4.12,0.0,5.64,45,2
gdelt_001829,2026-03-13,Folha de S.Paulo,Brazil,Oil-Independent,ACUTE,en,-1.54,0.48,2.91,19,15
gdelt_001830,2026-03-13,O Globo,Brazil,Oil-Independent,ACUTE,en,-1.01,0.0,3.65,13,15
gdelt_001831,2026-03-13,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-3.28,0.0,6.28,23,2
gdelt_001832,2026-03-13,ABC Australia,Australia,Oil-Independent,ACUTE,en,-3.78,0.0,4.26,29,9
gdelt_001833,2026-03-13,Sydney Morning Herald,Australia,Oil-Independent,ACUTE,en,-4.96,0.0,6.84,12,6
gdelt_001834,2026-03-13,Financial Times,UK,Oil-Independent,ACUTE,en,-2.38,0.0,3.93,28,5
gdelt_001835,2026-03-13,The Guardian,UK,Oil-Independent,ACUTE,en,-6.39,0.0,8.23,35,15
gdelt_001836,2026-03-13,Financial Times,UK,Oil-Independent,ACUTE,en,-2.27,0.0,3.71,35,6
gdelt_001837,2026-03-13,The Guardian,UK,Oil-Independent,ACUTE,en,1.14,3.57,0.0,27,12
gdelt_001838,2026-03-13,BBC,UK,Oil-Independent,ACUTE,en,-1.55,0.09,1.6,46,14
gdelt_001839,2026-03-13,Press TV,Iran,Conflict-Zone,ACUTE,fa,-6.71,0.0,8.26,46,15
gdelt_001840,2026-03-13,Fars News,Iran,Conflict-Zone,ACUTE,fa,-5.66,0.0,8.37,16,12
gdelt_001841,2026-03-13,Tehran Times,Iran,Conflict-Zone,ACUTE,fa,-6.08,0.0,7.93,11,14
gdelt_001842,2026-03-13,Tehran Times,Iran,Conflict-Zone,ACUTE,fa,-6.93,0.0,9.01,29,8
gdelt_001843,2026-03-13,Press TV,Iran,Conflict-Zone,ACUTE,fa,-5.39,0.0,8.27,14,4
gdelt_001844,2026-03-13,Tehran Times,Iran,Conflict-Zone,ACUTE,fa,-7.83,0.0,10.44,23,12
gdelt_001845,2026-03-13,Tasnim,Iran,Conflict-Zone,ACUTE,fa,-7.14,0.0,7.48,34,14
gdelt_001846,2026-03-13,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-4.51,0.0,5.22,1,10
gdelt_001847,2026-03-13,Pajhwok,Afghanistan,Oil-Dependent,ACUTE,fa,-7.23,0.0,7.56,46,14
gdelt_001848,2026-03-13,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-5.48,0.0,6.11,13,11
gdelt_001849,2026-03-13,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-7.61,0.0,9.88,38,9
gdelt_001850,2026-03-13,Tolo News,Afghanistan,Oil-Dependent,ACUTE,fa,-2.44,0.0,2.51,26,7
gdelt_001851,2026-03-14,Japan Times,Japan,Oil-Dependent,ACUTE,en,-6.92,0.0,7.77,44,1
gdelt_001852,2026-03-14,Japan Times,Japan,Oil-Dependent,ACUTE,en,-5.19,0.0,6.58,50,1
gdelt_001853,2026-03-14,NHK World,Japan,Oil-Dependent,ACUTE,en,-4.62,0.0,5.91,43,12
gdelt_001854,2026-03-14,Japan Times,Japan,Oil-Dependent,ACUTE,en,-4.44,0.0,5.7,35,7
gdelt_001855,2026-03-14,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-4.67,0.0,6.57,18,12
gdelt_001856,2026-03-14,Nikkei Asia,Japan,Oil-Dependent,ACUTE,en,-0.14,1.94,0.54,18,12
gdelt_001857,2026-03-14,Japan Times,Japan,Oil-Dependent,ACUTE,en,-4.64,0.0,7.55,23,5
gdelt_001858,2026-03-14,Japan Times,Japan,Oil-Dependent,ACUTE,en,-5.94,0.0,8.04,6,11
gdelt_001859,2026-03-14,Times of India,India,Oil-Dependent,ACUTE,en,-3.56,0.0,6.23,47,2
gdelt_001860,2026-03-14,The Hindu,India,Oil-Dependent,ACUTE,en,-2.83,0.03,4.07,7,6
gdelt_001861,2026-03-14,The Hindu,India,Oil-Dependent,ACUTE,en,-6.79,0.0,8.42,46,5
gdelt_001862,2026-03-14,The Hindu,India,Oil-Dependent,ACUTE,en,-3.75,0.0,4.64,20,5
gdelt_001863,2026-03-14,Times of India,India,Oil-Dependent,ACUTE,en,-2.96,0.0,4.79,50,9
gdelt_001864,2026-03-14,The Hindu,India,Oil-Dependent,ACUTE,en,-4.88,0.0,5.92,30,5
gdelt_001865,2026-03-14,NDTV,India,Oil-Dependent,ACUTE,en,-5.73,0.0,7.17,39,1
gdelt_001866,2026-03-14,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-2.48,0.0,5.33,49,11
gdelt_001867,2026-03-14,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-3.7,0.0,5.02,47,14
gdelt_001868,2026-03-14,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-1.84,0.0,3.41,48,10
gdelt_001869,2026-03-14,Manila Bulletin,Philippines,Oil-Dependent,ACUTE,en,-7.54,0.0,10.34,32,2
gdelt_001870,2026-03-14,Rappler,Philippines,Oil-Dependent,ACUTE,en,-1.99,0.85,2.18,42,5
gdelt_001871,2026-03-14,Philippine Star,Philippines,Oil-Dependent,ACUTE,en,-4.85,0.0,5.77,6,11
gdelt_001872,2026-03-14,Rappler,Philippines,Oil-Dependent,ACUTE,en,-6.91,0.0,7.91,31,8
gdelt_001873,2026-03-14,Rappler,Philippines,Oil-Dependent,ACUTE,en,-2.89,0.0,3.42,32,2
gdelt_001874,2026-03-14,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-3.2,0.0,5.11,41,8
gdelt_001875,2026-03-14,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-2.07,0.0,4.3,2,12
gdelt_001876,2026-03-14,Geo News,Pakistan,Oil-Dependent,ACUTE,en,-3.68,0.0,4.57,34,12
gdelt_001877,2026-03-14,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-5.07,0.0,7.03,11,8
gdelt_001878,2026-03-14,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-5.08,0.0,7.08,28,10
gdelt_001879,2026-03-14,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-2.06,0.44,2.46,24,12
gdelt_001880,2026-03-14,Dawn,Pakistan,Oil-Dependent,ACUTE,en,-1.78,0.0,2.42,37,4
gdelt_001881,2026-03-14,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-4.93,0.0,7.62,26,11
gdelt_001882,2026-03-14,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-4.19,0.0,6.41,48,3
gdelt_001883,2026-03-14,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-3.65,0.0,5.88,22,13
gdelt_001884,2026-03-14,Korea Herald,South Korea,Oil-Dependent,ACUTE,en,-4.64,0.0,6.21,16,12
gdelt_001885,2026-03-14,Yonhap,South Korea,Oil-Dependent,ACUTE,en,-6.11,0.0,6.93,12,9
gdelt_001886,2026-03-14,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-3.55,0.0,4.93,43,8
gdelt_001887,2026-03-14,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-4.93,0.0,6.41,11,13
gdelt_001888,2026-03-14,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-2.03,0.0,2.7,18,12
gdelt_001889,2026-03-14,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-3.4,0.0,4.52,1,5
gdelt_001890,2026-03-14,Daily Star BD,Bangladesh,Oil-Dependent,ACUTE,en,-6.72,0.0,7.95,8,2
gdelt_001891,2026-03-14,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-5.86,0.0,7.6,27,4
gdelt_001892,2026-03-14,Dhaka Tribune,Bangladesh,Oil-Dependent,ACUTE,en,-3.46,0.0,6.25,12,8
gdelt_001893,2026-03-14,Aftenposten,Norway,Oil-Independent,ACUTE,en,-1.91,0.61,3.56,21,4
